#3
S
#3
sid,name,age
262,a241,64
263,a259,74
264,a451,21
265,a395,85
266,a382,43
267,a147,74
268,a496,86
269,a354,65
270,a377,68
271,a393,37
272,a288,35
273,a23,82
274,a409,39
275,a313,70
276,a24,26
277,a17,67
278,a76,53
279,a149,89
280,a360,52
281,a287,26
282,a422,70
283,a224,49
284,a371,89
285,a106,60
286,a223,50
287,a332,89
288,a267,68
289,a318,66
290,a419,32
291,a171,27
292,a385,45
293,a296,62
294,a284,89
295,a378,73
296,a216,40
297,a398,72
298,a494,21
299,a343,21
300,a434,25
301,a376,63
302,a351,44
303,a499,73
304,a363,82
305,a489,56
306,a395,71
307,a332,50
308,a258,38
309,a38,85
310,a14,60
311,a52,89
312,a228,59
313,a466,29
314,a71,72
315,a129,48
316,a222,58
317,a15,61
318,a471,48
319,a396,46
320,a246,61
321,a178,36
322,a106,27
323,a170,37
324,a331,58
325,a25,70
326,a342,70
327,a427,69
328,a466,72
329,a486,51
330,a489,27
331,a171,36
332,a24,47
333,a317,66
334,a181,71
335,a470,81
336,a193,49
337,a7,80
338,a33,79
339,a276,70
340,a422,30
341,a54,56
342,a59,85
343,a486,50
344,a29,76
345,a399,64
346,a29,69
347,a75,45
348,a56,75
349,a210,27
350,a283,51
351,a142,80
352,a244,23
353,a236,89
354,a282,76
355,a159,25
356,a8,86
357,a239,85
358,a32,32
359,a302,20
360,a496,71
361,a99,28
362,a487,52
363,a101,77
364,a141,75
365,a210,33
366,a347,32
367,a246,71
368,a49,42
369,a339,47
370,a425,87
371,a217,20
372,a469,72
373,a187,53
374,a490,54
375,a156,60
376,a344,86
377,a354,58
378,a19,77
379,a317,84
380,a432,32
381,a133,78
382,a439,42
383,a425,40
384,a250,74
385,a115,84
386,a240,72
387,a292,25
388,a90,42
389,a398,64
390,a305,34
391,a313,52
392,a63,58
393,a330,73
394,a187,76
395,a253,64
396,a161,26
397,a270,52
398,a225,41
399,a375,50
400,a88,35
401,a119,40
402,a492,48
403,a51,81
404,a125,48
405,a31,50
406,a472,64
407,a93,37
408,a337,51
409,a461,66
410,a189,39
411,a58,64
412,a497,50
413,a143,77
414,a220,50
415,a356,38
416,a407,71
417,a304,57
418,a372,90
419,a172,36
420,a71,84
421,a98,42
422,a181,82
423,a457,42
424,a492,26
425,a306,52
426,a90,60
427,a374,89
428,a276,67
429,a374,47
430,a470,29
431,a277,51
432,a491,55
433,a487,88
434,a97,20
435,a11,69
436,a195,46
437,a488,90
438,a456,59
439,a58,85
440,a249,23
441,a155,21
442,a418,22
443,a83,53
444,a1,43
445,a461,86
446,a361,67
447,a228,58
448,a283,41
449,a321,38
450,a410,41
451,a271,88
452,a102,70
453,a421,76
454,a342,46
455,a289,28
456,a114,80
457,a151,80
458,a64,47
459,a311,56
460,a5,58
461,a60,70
462,a272,32
463,a95,24
464,a407,86
465,a82,35
466,a179,26
467,a54,89
468,a293,74
469,a491,77
470,a405,51
471,a8,59
472,a368,78
473,a456,79
474,a191,44
475,a306,37
476,a352,53
477,a336,60
478,a198,46
479,a338,75
480,a332,29
481,a96,82
482,a360,75
483,a391,70
484,a356,66
485,a157,71
486,a285,89
487,a203,41
488,a473,60
489,a444,78
490,a428,67
491,a181,50
492,a298,64
493,a94,26
494,a492,82
495,a272,60
496,a355,38
497,a113,30
498,a317,56
499,a16,64
$
B
#2
bid,color
#50
1000,blue
1001,red
1002,red
1003,blue
1004,white
1005,white
1006,green
1007,green
1008,blue
1009,red
1010,black
1011,green
1012,red
1013,blue
1014,black
1015,blue
1016,red
1017,white
1018,black
1019,red
1020,blue
1021,blue
1022,white
1023,green
1024,green
1025,white
1026,black
1027,blue
1028,blue
1029,green
1030,black
1031,white
1032,blue
1033,blue
1034,red
1035,blue
1036,green
1037,green
1038,black
1039,black
1040,white
1041,red
1042,red
1043,green
1044,red
1045,blue
1046,blue
1047,black
1048,green
1049,red
$
R
#3
rid,sid,bid
#2500
0,497,1029
1,153,1019
2,410,1019
3,90,1043
4,459,1028
5,307,1040
6,275,1023
7,470,1037
8,239,1040
9,245,1010
10,344,1040
11,437,1003
12,110,1004
13,471,1024
14,66,1004
15,455,1003
16,344,1039
17,150,1016
18,139,1023
19,28,1007
20,150,1011
21,259,1007
22,358,1033
23,350,1006
24,166,1041
25,241,1042
26,344,1031
27,466,1037
28,293,1010
29,33,1046
30,49,1042
31,385,1025
32,494,1011
33,496,1017
34,309,1016
35,39,1045
36,53,1044
37,151,1047
38,284,1046
39,467,1024
40,14,1047
41,295,1007
42,222,1035
43,434,1033
44,180,1015
45,141,1011
46,15,1019
47,129,1008
48,241,1011
49,358,1045
50,161,1017
51,103,1043
52,172,1028
53,67,1034
54,147,1007
55,476,1032
56,45,1031
57,11,1019
58,434,1043
59,259,1014
60,317,1030
61,424,1007
62,448,1025
63,395,1029
64,361,1032
65,397,1042
66,336,1033
67,230,1002
68,135,1010
69,173,1029
70,454,1043
71,284,1016
72,422,1012
73,289,1002
74,126,1020
75,414,1019
76,418,1037
77,495,1016
78,308,1049
79,489,1026
80,234,1010
81,186,1014
82,465,1001
83,93,1005
84,26,1004
85,223,1013
86,400,1033
87,74,1043
88,450,1031
89,60,1034
90,488,1010
91,451,1048
92,330,1016
93,243,1037
94,298,1037
95,197,1049
96,59,1036
97,37,1037
98,358,1030
99,32,1027
100,260,1020
101,479,1009
102,83,1015
103,177,1025
104,382,1006
105,428,1019
106,26,1012
107,0,1048
108,196,1033
109,358,1003
110,231,1000
111,44,1048
112,226,1009
113,396,1002
114,389,1024
115,29,1015
116,276,1042
117,34,1026
118,222,1002
119,87,1016
120,296,1024
121,237,1043
122,216,1015
123,471,1028
124,204,1020
125,447,1025
126,7,1000
127,2,1028
128,228,1014
129,436,1034
130,140,1009
131,319,1038
132,255,1034
133,407,1000
134,231,1019
135,76,1039
136,199,1048
137,387,1043
138,145,1026
139,437,1022
140,357,1034
141,407,1039
142,81,1040
143,121,1030
144,19,1023
145,142,1007
146,254,1034
147,464,1002
148,104,1042
149,213,1007
150,231,1027
151,397,1034
152,1,1014
153,135,1003
154,323,1005
155,85,1038
156,311,1027
157,77,1045
158,236,1038
159,102,1036
160,323,1043
161,12,1036
162,395,1036
163,153,1039
164,57,1045
165,47,1014
166,145,1036
167,251,1005
168,376,1016
169,90,1006
170,439,1044
171,413,1045
172,34,1004
173,115,1040
174,72,1000
175,420,1019
176,189,1032
177,424,1025
178,328,1027
179,402,1012
180,136,1035
181,328,1039
182,177,1006
183,106,1034
184,22,1002
185,89,1006
186,132,1014
187,463,1030
188,177,1000
189,64,1045
190,232,1017
191,394,1034
192,415,1039
193,383,1042
194,194,1041
195,382,1028
196,410,1049
197,277,1020
198,466,1008
199,347,1013
200,413,1029
201,237,1004
202,295,1011
203,176,1028
204,394,1012
205,142,1026
206,490,1004
207,265,1039
208,308,1020
209,142,1045
210,452,1045
211,477,1022
212,262,1040
213,242,1004
214,400,1042
215,325,1010
216,121,1005
217,168,1021
218,151,1005
219,342,1011
220,222,1035
221,54,1008
222,184,1005
223,318,1017
224,285,1041
225,264,1006
226,28,1000
227,210,1041
228,26,1015
229,275,1013
230,205,1003
231,441,1028
232,447,1012
233,362,1013
234,253,1041
235,309,1003
236,337,1049
237,129,1013
238,495,1036
239,311,1016
240,206,1022
241,302,1029
242,102,1002
243,8,1030
244,462,1037
245,61,1002
246,429,1023
247,131,1043
248,91,1005
249,82,1013
250,48,1007
251,281,1019
252,415,1000
253,380,1000
254,310,1009
255,18,1021
256,437,1004
257,142,1004
258,318,1007
259,117,1004
260,271,1007
261,401,1034
262,394,1041
263,66,1018
264,156,1002
265,272,1039
266,132,1041
267,132,1000
268,447,1001
269,92,1034
270,7,1040
271,337,1003
272,464,1012
273,432,1014
274,232,1039
275,4,1035
276,132,1030
277,89,1027
278,411,1028
279,85,1025
280,48,1038
281,255,1010
282,494,1031
283,347,1039
284,4,1048
285,309,1037
286,300,1045
287,64,1030
288,406,1022
289,340,1039
290,192,1043
291,64,1003
292,467,1014
293,251,1029
294,73,1006
295,414,1043
296,124,1024
297,247,1038
298,180,1035
299,260,1023
300,201,1031
301,308,1030
302,462,1001
303,465,1021
304,492,1021
305,488,1044
306,124,1020
307,59,1014
308,361,1028
309,286,1047
310,371,1015
311,154,1026
312,142,1014
313,444,1040
314,132,1002
315,389,1045
316,338,1029
317,266,1014
318,176,1025
319,90,1041
320,166,1005
321,7,1003
322,14,1043
323,205,1032
324,331,1010
325,18,1012
326,356,1044
327,222,1049
328,138,1031
329,161,1008
330,207,1010
331,54,1043
332,342,1021
333,64,1024
334,381,1005
335,376,1019
336,160,1014
337,384,1030
338,337,1004
339,297,1036
340,346,1029
341,96,1008
342,80,1021
343,162,1046
344,105,1013
345,391,1024
346,249,1001
347,246,1036
348,345,1032
349,410,1039
350,417,1034
351,149,1036
352,104,1041
353,387,1033
354,292,1049
355,18,1028
356,496,1028
357,368,1034
358,22,1033
359,343,1014
360,121,1028
361,284,1023
362,488,1023
363,367,1016
364,481,1005
365,127,1004
366,107,1007
367,320,1045
368,484,1005
369,301,1024
370,442,1026
371,384,1040
372,96,1016
373,278,1007
374,54,1037
375,89,1008
376,352,1008
377,462,1035
378,306,1032
379,136,1038
380,120,1014
381,201,1046
382,284,1013
383,363,1049
384,103,1036
385,300,1003
386,299,1006
387,492,1003
388,276,1012
389,443,1036
390,473,1013
391,168,1009
392,304,1017
393,21,1021
394,359,1041
395,171,1014
396,377,1025
397,428,1025
398,415,1031
399,406,1044
400,76,1047
401,7,1025
402,277,1022
403,301,1002
404,46,1037
405,20,1004
406,53,1045
407,302,1013
408,121,1024
409,354,1004
410,83,1048
411,128,1012
412,256,1044
413,9,1012
414,153,1041
415,399,1001
416,402,1034
417,25,1034
418,448,1020
419,221,1013
420,332,1044
421,133,1041
422,30,1042
423,298,1024
424,274,1042
425,61,1031
426,1,1027
427,330,1030
428,433,1001
429,181,1001
430,128,1015
431,499,1009
432,477,1037
433,251,1003
434,197,1047
435,9,1031
436,47,1049
437,317,1024
438,45,1047
439,43,1010
440,219,1031
441,2,1044
442,380,1019
443,206,1023
444,91,1035
445,77,1015
446,398,1044
447,228,1023
448,350,1042
449,140,1009
450,130,1030
451,481,1006
452,24,1023
453,131,1016
454,430,1045
455,39,1003
456,365,1030
457,442,1021
458,299,1023
459,459,1032
460,350,1039
461,469,1048
462,374,1030
463,22,1047
464,484,1044
465,162,1031
466,241,1008
467,293,1012
468,163,1018
469,57,1006
470,488,1028
471,254,1021
472,43,1033
473,116,1013
474,286,1006
475,478,1022
476,382,1015
477,414,1016
478,304,1008
479,230,1026
480,341,1046
481,173,1042
482,33,1007
483,301,1040
484,415,1032
485,24,1022
486,345,1032
487,119,1036
488,301,1002
489,236,1000
490,330,1007
491,20,1026
492,281,1011
493,241,1020
494,91,1002
495,118,1018
496,119,1008
497,274,1006
498,371,1002
499,240,1021
500,9,1035
501,74,1026
502,151,1003
503,340,1048
504,434,1041
505,124,1035
506,134,1005
507,379,1043
508,151,1017
509,456,1014
510,174,1030
511,171,1047
512,143,1002
513,261,1029
514,96,1049
515,448,1024
516,66,1032
517,373,1007
518,428,1040
519,418,1019
520,230,1014
521,410,1049
522,200,1014
523,49,1004
524,18,1017
525,208,1013
526,430,1001
527,236,1027
528,205,1027
529,412,1035
530,407,1039
531,84,1043
532,426,1027
533,451,1023
534,497,1032
535,217,1035
536,94,1024
537,268,1004
538,274,1024
539,398,1001
540,385,1018
541,495,1030
542,384,1025
543,136,1048
544,143,1025
545,33,1045
546,351,1009
547,264,1038
548,209,1019
549,72,1024
550,240,1039
551,434,1022
552,214,1000
553,352,1014
554,149,1000
555,12,1003
556,9,1031
557,392,1006
558,309,1045
559,1,1038
560,420,1036
561,57,1029
562,240,1028
563,186,1006
564,256,1005
565,425,1012
566,200,1036
567,463,1047
568,66,1002
569,45,1038
570,336,1035
571,104,1000
572,320,1044
573,473,1023
574,488,1015
575,297,1035
576,142,1001
577,335,1016
578,433,1008
579,384,1000
580,37,1031
581,93,1041
582,124,1036
583,146,1008
584,331,1019
585,496,1037
586,483,1016
587,344,1013
588,240,1045
589,65,1020
590,357,1039
591,228,1049
592,488,1035
593,372,1014
594,219,1043
595,76,1031
596,114,1022
597,202,1010
598,415,1040
599,264,1012
600,305,1043
601,168,1049
602,306,1014
603,178,1016
604,98,1033
605,173,1018
606,6,1001
607,99,1010
608,20,1037
609,273,1031
610,205,1016
611,434,1023
612,254,1007
613,203,1015
614,330,1015
615,11,1040
616,226,1027
617,122,1010
618,108,1047
619,312,1006
620,273,1039
621,78,1003
622,369,1001
623,56,1029
624,170,1015
625,56,1010
626,142,1044
627,112,1032
628,449,1022
629,237,1022
630,50,1024
631,486,1036
632,471,1005
633,59,1028
634,106,1028
635,325,1012
636,322,1043
637,250,1008
638,102,1009
639,71,1045
640,35,1024
641,478,1001
642,433,1047
643,97,1033
644,488,1012
645,390,1014
646,224,1033
647,465,1037
648,255,1034
649,297,1025
650,361,1006
651,146,1028
652,294,1034
653,205,1032
654,101,1048
655,311,1000
656,69,1005
657,467,1043
658,323,1049
659,213,1047
660,462,1034
661,241,1019
662,271,1024
663,283,1047
664,48,1007
665,243,1048
666,337,1006
667,37,1018
668,410,1008
669,51,1026
670,177,1026
671,234,1014
672,350,1007
673,240,1000
674,123,1044
675,290,1018
676,186,1014
677,308,1030
678,471,1005
679,82,1017
680,394,1046
681,233,1034
682,102,1041
683,58,1013
684,299,1028
685,332,1016
686,350,1020
687,104,1008
688,168,1010
689,193,1016
690,483,1014
691,115,1023
692,361,1007
693,194,1037
694,86,1007
695,20,1024
696,351,1043
697,172,1042
698,359,1031
699,341,1020
700,99,1023
701,211,1017
702,5,1027
703,433,1011
704,113,1043
705,64,1000
706,313,1016
707,200,1003
708,193,1023
709,113,1025
710,473,1028
711,408,1030
712,484,1015
713,89,1031
714,167,1007
715,316,1025
716,495,1033
717,191,1013
718,159,1032
719,60,1006
720,456,1033
721,172,1022
722,302,1020
723,416,1038
724,250,1022
725,401,1018
726,117,1001
727,141,1030
728,99,1037
729,88,1024
730,91,1046
731,222,1004
732,72,1013
733,351,1032
734,169,1031
735,285,1026
736,391,1023
737,83,1001
738,346,1024
739,7,1006
740,236,1044
741,41,1020
742,383,1015
743,64,1018
744,189,1026
745,104,1012
746,371,1020
747,190,1008
748,315,1030
749,235,1005
750,142,1016
751,47,1040
752,21,1034
753,168,1043
754,391,1003
755,41,1035
756,351,1034
757,63,1017
758,333,1012
759,416,1001
760,280,1036
761,86,1002
762,80,1026
763,375,1021
764,203,1015
765,321,1046
766,253,1003
767,311,1034
768,439,1037
769,330,1018
770,408,1021
771,40,1041
772,436,1000
773,425,1011
774,147,1020
775,37,1012
776,361,1010
777,396,1023
778,253,1006
779,21,1013
780,184,1029
781,447,1006
782,301,1031
783,248,1034
784,203,1011
785,320,1042
786,150,1033
787,66,1021
788,406,1006
789,241,1011
790,130,1019
791,285,1026
792,74,1014
793,28,1037
794,269,1016
795,271,1005
796,344,1008
797,396,1021
798,0,1009
799,143,1010
800,181,1027
801,244,1048
802,431,1044
803,243,1010
804,58,1014
805,92,1004
806,18,1040
807,324,1047
808,103,1004
809,76,1032
810,173,1049
811,351,1017
812,176,1035
813,290,1026
814,188,1032
815,96,1046
816,172,1035
817,110,1020
818,6,1034
819,246,1022
820,177,1035
821,416,1011
822,459,1001
823,73,1016
824,422,1024
825,261,1029
826,348,1024
827,260,1011
828,238,1027
829,370,1034
830,442,1019
831,385,1003
832,287,1014
833,244,1009
834,289,1001
835,371,1000
836,96,1015
837,93,1006
838,478,1004
839,155,1044
840,418,1030
841,317,1046
842,235,1020
843,201,1014
844,40,1016
845,470,1026
846,274,1030
847,28,1006
848,418,1032
849,383,1017
850,238,1030
851,157,1022
852,298,1017
853,12,1021
854,449,1047
855,413,1015
856,232,1013
857,221,1020
858,84,1044
859,23,1036
860,87,1009
861,465,1046
862,479,1005
863,14,1042
864,186,1035
865,425,1010
866,197,1029
867,146,1018
868,359,1045
869,31,1039
870,102,1032
871,2,1035
872,193,1047
873,312,1035
874,393,1028
875,22,1001
876,41,1026
877,287,1017
878,388,1043
879,354,1047
880,54,1035
881,94,1026
882,242,1018
883,394,1036
884,393,1003
885,473,1044
886,302,1031
887,213,1019
888,419,1037
889,395,1008
890,220,1000
891,296,1046
892,270,1000
893,56,1034
894,387,1000
895,211,1009
896,41,1026
897,58,1044
898,137,1049
899,494,1047
900,178,1045
901,118,1012
902,418,1012
903,223,1026
904,425,1020
905,62,1038
906,439,1046
907,74,1012
908,225,1043
909,54,1027
910,154,1030
911,60,1045
912,18,1005
913,213,1011
914,89,1022
915,246,1021
916,192,1026
917,327,1009
918,146,1042
919,398,1045
920,382,1028
921,94,1007
922,321,1017
923,146,1025
924,479,1049
925,441,1001
926,315,1036
927,196,1025
928,345,1033
929,272,1014
930,499,1013
931,188,1009
932,111,1043
933,127,1009
934,11,1007
935,407,1015
936,414,1037
937,228,1009
938,159,1049
939,193,1048
940,346,1002
941,496,1039
942,294,1006
943,318,1047
944,220,1001
945,394,1018
946,421,1034
947,459,1027
948,343,1005
949,323,1047
950,224,1008
951,306,1021
952,310,1004
953,341,1035
954,90,1020
955,404,1036
956,185,1016
957,227,1042
958,1,1032
959,188,1010
960,338,1018
961,443,1032
962,238,1037
963,300,1023
964,373,1013
965,185,1033
966,381,1021
967,212,1001
968,179,1029
969,204,1007
970,332,1010
971,466,1046
972,493,1042
973,441,1019
974,128,1022
975,201,1029
976,174,1028
977,405,1039
978,272,1013
979,419,1026
980,395,1038
981,420,1015
982,411,1009
983,420,1021
984,7,1049
985,202,1027
986,75,1027
987,488,1040
988,236,1011
989,255,1048
990,431,1016
991,298,1022
992,404,1027
993,144,1022
994,101,1027
995,58,1043
996,341,1044
997,108,1046
998,40,1004
999,269,1006
1000,484,1019
1001,35,1029
1002,396,1048
1003,376,1013
1004,232,1004
1005,110,1041
1006,461,1046
1007,428,1045
1008,455,1049
1009,136,1013
1010,262,1032
1011,89,1048
1012,429,1012
1013,346,1003
1014,389,1036
1015,302,1026
1016,89,1048
1017,258,1035
1018,41,1012
1019,150,1019
1020,45,1024
1021,352,1044
1022,464,1027
1023,120,1005
1024,165,1008
1025,122,1014
1026,439,1005
1027,211,1007
1028,237,1042
1029,115,1024
1030,475,1013
1031,192,1026
1032,412,1010
1033,58,1018
1034,482,1031
1035,285,1002
1036,4,1024
1037,452,1019
1038,496,1008
1039,226,1042
1040,26,1026
1041,48,1003
1042,384,1024
1043,242,1049
1044,296,1022
1045,475,1019
1046,391,1045
1047,398,1047
1048,431,1048
1049,361,1004
1050,128,1035
1051,385,1023
1052,209,1032
1053,157,1036
1054,37,1021
1055,260,1003
1056,251,1014
1057,174,1024
1058,271,1039
1059,436,1041
1060,345,1043
1061,292,1013
1062,366,1044
1063,13,1025
1064,473,1032
1065,231,1014
1066,481,1026
1067,40,1014
1068,29,1001
1069,268,1042
1070,155,1014
1071,462,1008
1072,286,1020
1073,488,1026
1074,390,1047
1075,18,1006
1076,498,1014
1077,229,1010
1078,337,1045
1079,54,1021
1080,205,1004
1081,194,1008
1082,161,1000
1083,133,1011
1084,90,1016
1085,56,1046
1086,383,1004
1087,281,1036
1088,117,1028
1089,212,1002
1090,362,1002
1091,226,1040
1092,53,1006
1093,37,1020
1094,26,1010
1095,166,1040
1096,377,1041
1097,165,1048
1098,23,1029
1099,366,1033
1100,317,1020
1101,420,1021
1102,445,1047
1103,300,1013
1104,487,1029
1105,41,1045
1106,141,1038
1107,250,1043
1108,212,1030
1109,189,1038
1110,27,1041
1111,306,1024
1112,293,1040
1113,4,1029
1114,491,1001
1115,211,1006
1116,23,1002
1117,424,1002
1118,60,1032
1119,127,1002
1120,163,1003
1121,143,1000
1122,103,1036
1123,446,1042
1124,306,1014
1125,480,1038
1126,47,1000
1127,10,1009
1128,424,1010
1129,443,1035
1130,269,1046
1131,79,1049
1132,472,1000
1133,55,1048
1134,152,1025
1135,428,1028
1136,294,1030
1137,338,1034
1138,69,1006
1139,201,1038
1140,413,1012
1141,242,1024
1142,69,1027
1143,337,1043
1144,461,1022
1145,109,1037
1146,327,1042
1147,115,1009
1148,23,1029
1149,50,1012
1150,355,1036
1151,99,1030
1152,346,1002
1153,300,1003
1154,132,1039
1155,170,1021
1156,109,1038
1157,53,1025
1158,470,1034
1159,191,1022
1160,370,1014
1161,188,1003
1162,54,1016
1163,118,1032
1164,240,1037
1165,330,1033
1166,189,1031
1167,412,1037
1168,426,1011
1169,454,1016
1170,186,1045
1171,206,1000
1172,414,1019
1173,443,1048
1174,176,1016
1175,313,1049
1176,96,1023
1177,264,1035
1178,317,1045
1179,480,1042
1180,53,1042
1181,236,1004
1182,209,1012
1183,310,1038
1184,245,1016
1185,482,1007
1186,182,1041
1187,325,1030
1188,20,1045
1189,360,1021
1190,182,1046
1191,219,1035
1192,223,1006
1193,395,1042
1194,206,1000
1195,75,1020
1196,360,1044
1197,361,1030
1198,290,1036
1199,56,1046
1200,307,1011
1201,57,1048
1202,80,1033
1203,181,1003
1204,99,1012
1205,168,1003
1206,187,1040
1207,456,1030
1208,306,1016
1209,163,1014
1210,370,1048
1211,234,1010
1212,309,1032
1213,138,1028
1214,315,1001
1215,407,1005
1216,385,1020
1217,287,1013
1218,387,1036
1219,493,1043
1220,207,1042
1221,437,1018
1222,201,1033
1223,313,1028
1224,412,1026
1225,425,1048
1226,66,1015
1227,125,1038
1228,364,1017
1229,81,1048
1230,315,1033
1231,222,1007
1232,78,1036
1233,44,1012
1234,460,1005
1235,47,1034
1236,449,1010
1237,293,1044
1238,295,1016
1239,475,1010
1240,331,1024
1241,492,1008
1242,192,1014
1243,188,1030
1244,442,1010
1245,271,1044
1246,313,1048
1247,470,1042
1248,122,1048
1249,26,1027
1250,418,1031
1251,445,1041
1252,497,1024
1253,99,1045
1254,340,1009
1255,54,1017
1256,163,1008
1257,348,1026
1258,23,1037
1259,249,1006
1260,204,1034
1261,472,1014
1262,99,1005
1263,305,1047
1264,414,1039
1265,50,1044
1266,325,1005
1267,44,1017
1268,467,1016
1269,188,1035
1270,200,1007
1271,172,1014
1272,64,1024
1273,256,1004
1274,283,1008
1275,84,1046
1276,175,1000
1277,60,1025
1278,89,1003
1279,313,1037
1280,489,1013
1281,222,1002
1282,449,1038
1283,316,1045
1284,291,1031
1285,342,1039
1286,95,1044
1287,295,1028
1288,496,1006
1289,171,1040
1290,277,1017
1291,269,1032
1292,37,1002
1293,48,1011
1294,424,1032
1295,77,1035
1296,326,1000
1297,489,1034
1298,179,1017
1299,280,1000
1300,53,1013
1301,486,1047
1302,264,1012
1303,310,1021
1304,484,1023
1305,451,1045
1306,282,1027
1307,437,1035
1308,318,1023
1309,393,1043
1310,164,1009
1311,14,1039
1312,231,1047
1313,91,1035
1314,150,1004
1315,310,1012
1316,300,1040
1317,375,1011
1318,327,1016
1319,141,1022
1320,402,1012
1321,262,1018
1322,423,1010
1323,27,1048
1324,208,1002
1325,35,1018
1326,474,1033
1327,307,1047
1328,372,1016
1329,407,1049
1330,168,1042
1331,238,1015
1332,452,1048
1333,149,1000
1334,79,1016
1335,145,1013
1336,412,1001
1337,424,1031
1338,33,1042
1339,380,1009
1340,331,1001
1341,362,1039
1342,492,1045
1343,378,1039
1344,411,1029
1345,26,1013
1346,386,1044
1347,256,1015
1348,38,1024
1349,460,1002
1350,372,1033
1351,238,1030
1352,86,1015
1353,62,1036
1354,254,1046
1355,304,1014
1356,428,1031
1357,193,1041
1358,191,1036
1359,152,1005
1360,397,1011
1361,423,1039
1362,413,1025
1363,255,1042
1364,55,1026
1365,396,1031
1366,224,1035
1367,395,1010
1368,343,1017
1369,69,1014
1370,295,1049
1371,174,1029
1372,429,1027
1373,316,1018
1374,132,1043
1375,467,1010
1376,9,1030
1377,22,1049
1378,157,1017
1379,155,1010
1380,59,1019
1381,313,1030
1382,226,1024
1383,309,1040
1384,454,1046
1385,368,1029
1386,23,1028
1387,493,1030
1388,138,1041
1389,367,1008
1390,250,1013
1391,131,1011
1392,164,1011
1393,186,1036
1394,403,1019
1395,127,1006
