#3
S
#3
sid,name,age
182,a482,43
183,a360,41
184,a201,34
185,a35,45
186,a252,31
187,a389,43
188,a534,82
189,a386,66
190,a404,28
191,a328,38
192,a483,24
193,a564,81
194,a526,53
195,a152,33
196,a530,69
197,a504,64
198,a437,48
199,a123,34
200,a324,59
201,a448,77
202,a108,41
203,a186,85
204,a198,51
205,a209,88
206,a323,22
207,a534,69
208,a319,44
209,a478,64
210,a395,26
211,a193,57
212,a222,27
213,a10,41
214,a294,85
215,a62,65
216,a263,86
217,a46,64
218,a87,28
219,a135,35
220,a119,45
221,a224,28
222,a32,70
223,a421,85
224,a28,52
225,a369,76
226,a464,51
227,a130,38
228,a420,81
229,a516,81
230,a7,28
231,a517,54
232,a141,59
233,a282,88
234,a90,76
235,a494,25
236,a154,59
237,a395,64
238,a12,88
239,a309,63
240,a9,54
241,a325,88
242,a385,50
243,a178,50
244,a146,67
245,a339,64
246,a310,32
247,a343,20
248,a576,83
249,a11,52
250,a247,70
251,a139,79
252,a454,25
253,a37,49
254,a473,42
255,a128,41
256,a155,52
257,a529,59
258,a299,44
259,a471,75
260,a40,70
261,a593,69
262,a91,57
263,a179,56
264,a373,80
265,a133,21
266,a269,78
267,a453,90
268,a378,27
269,a348,39
270,a147,85
271,a549,68
272,a145,80
273,a538,28
274,a41,90
275,a562,25
276,a146,84
277,a523,67
278,a389,47
279,a256,70
280,a284,33
281,a572,68
282,a362,86
283,a599,59
284,a382,44
285,a91,51
286,a425,86
287,a170,88
288,a267,42
289,a231,81
290,a48,44
291,a356,26
292,a35,21
293,a416,61
294,a292,80
295,a75,62
296,a540,34
297,a234,80
298,a461,23
299,a477,78
300,a598,66
301,a123,83
302,a248,60
303,a4,67
304,a169,38
305,a468,49
306,a363,71
307,a10,66
308,a79,33
309,a258,89
310,a288,60
311,a415,33
312,a202,67
313,a96,29
314,a574,25
315,a464,89
316,a347,48
317,a56,62
318,a455,88
319,a238,59
320,a372,45
321,a113,22
322,a571,51
323,a14,45
324,a343,77
325,a88,86
326,a321,49
327,a395,79
328,a560,51
329,a575,40
330,a99,70
331,a388,81
332,a77,23
333,a398,54
334,a75,76
335,a363,72
336,a5,52
337,a154,61
338,a206,88
339,a88,33
340,a167,57
341,a404,47
342,a562,28
343,a226,29
344,a368,32
345,a71,28
346,a599,31
347,a204,61
348,a549,77
349,a588,57
350,a271,50
351,a44,77
352,a323,88
353,a58,57
354,a104,82
355,a372,58
356,a147,81
357,a546,37
358,a334,31
359,a459,73
360,a239,26
361,a372,62
362,a575,51
363,a572,36
364,a121,23
365,a411,22
366,a98,68
367,a279,75
368,a182,40
369,a159,77
370,a404,77
371,a506,37
372,a16,71
373,a97,57
374,a385,51
375,a2,30
376,a455,59
377,a450,49
378,a520,82
379,a525,31
380,a38,89
381,a338,25
382,a506,89
383,a547,28
384,a114,87
385,a237,66
386,a489,50
387,a150,66
388,a83,41
389,a559,59
390,a569,38
391,a487,70
392,a219,71
393,a286,55
394,a263,31
395,a314,40
396,a357,35
397,a207,75
398,a93,82
399,a470,42
400,a187,64
401,a272,49
402,a332,28
403,a495,30
404,a403,31
405,a184,64
406,a272,33
407,a308,26
408,a166,60
409,a506,73
410,a441,55
411,a459,51
412,a452,68
413,a357,69
414,a11,25
415,a111,45
416,a147,78
417,a95,73
418,a104,67
419,a239,80
420,a503,22
421,a476,48
422,a487,66
423,a498,80
424,a585,73
425,a542,86
426,a61,33
427,a406,74
428,a6,49
429,a262,26
430,a580,55
431,a524,77
432,a526,66
433,a212,68
434,a78,58
435,a386,50
436,a509,79
437,a138,77
438,a270,79
439,a305,80
440,a14,28
441,a488,43
442,a255,59
443,a159,74
444,a522,75
445,a184,87
446,a247,59
447,a431,70
448,a211,51
449,a378,67
450,a161,61
451,a200,38
452,a123,83
453,a274,66
454,a571,44
455,a402,40
456,a589,47
457,a409,68
458,a79,48
459,a153,84
460,a265,36
461,a343,55
462,a221,84
463,a150,56
464,a144,72
465,a375,27
466,a486,86
467,a210,84
468,a316,26
469,a303,63
470,a129,40
471,a165,33
472,a320,85
473,a112,41
474,a295,57
475,a484,66
476,a71,83
477,a291,69
478,a80,41
479,a545,82
480,a166,76
481,a350,47
482,a461,44
483,a102,41
484,a197,61
485,a112,51
486,a351,87
487,a334,62
488,a94,46
489,a176,56
490,a418,48
491,a348,76
492,a582,60
493,a474,60
494,a322,73
495,a11,61
496,a460,65
497,a399,53
498,a193,84
499,a381,76
500,a236,48
501,a317,25
502,a476,47
503,a124,67
504,a0,37
505,a72,60
506,a304,81
507,a112,79
508,a209,55
509,a325,66
510,a516,52
511,a211,55
512,a584,86
513,a189,23
514,a442,33
515,a109,89
516,a557,25
517,a117,22
518,a532,53
519,a236,65
520,a87,29
521,a7,53
522,a489,55
523,a552,44
524,a343,49
525,a591,62
526,a287,40
527,a368,45
528,a19,24
529,a460,82
530,a450,34
531,a158,61
532,a179,46
533,a490,39
534,a292,71
535,a309,87
536,a252,63
537,a471,20
538,a447,47
539,a186,26
540,a64,70
541,a266,82
542,a458,20
543,a424,25
544,a214,80
545,a340,53
546,a516,78
547,a78,42
548,a442,38
549,a83,86
550,a472,76
551,a113,39
552,a138,46
553,a191,21
554,a23,47
555,a497,56
556,a408,80
557,a499,34
558,a282,39
559,a597,65
560,a25,46
561,a540,77
562,a369,63
563,a115,37
564,a193,43
565,a426,88
566,a1,85
567,a309,61
568,a29,37
569,a218,38
570,a428,38
571,a461,87
572,a375,86
573,a316,82
574,a357,82
575,a310,61
576,a200,33
577,a234,65
578,a308,24
579,a278,25
580,a102,66
581,a101,81
582,a211,46
583,a290,76
584,a419,55
585,a394,21
586,a481,41
587,a421,80
588,a237,56
589,a26,49
590,a22,42
591,a533,65
592,a346,76
593,a326,81
594,a227,67
595,a555,33
596,a25,55
597,a255,78
598,a487,61
599,a423,42
$
B
#2
bid,color
#60
1000,green
1001,blue
1002,green
1003,black
1004,blue
1005,green
1006,blue
1007,red
1008,green
1009,blue
1010,black
1011,white
1012,white
1013,blue
1014,blue
1015,green
1016,blue
1017,black
1018,white
1019,green
1020,blue
1021,green
1022,white
1023,blue
1024,black
1025,blue
1026,red
1027,green
1028,white
1029,red
1030,red
1031,white
1032,red
1033,red
1034,white
1035,green
1036,white
1037,black
1038,blue
1039,red
1040,black
1041,green
1042,white
1043,green
1044,black
1045,green
1046,blue
1047,red
1048,black
1049,red
1050,white
1051,white
1052,blue
1053,blue
1054,red
1055,green
1056,red
1057,black
1058,green
1059,blue
$
R
#3
rid,sid,bid
#3000
0,540,1004
1,211,1046
2,428,1026
3,257,1002
4,72,1023
5,298,1035
6,261,1009
7,489,1012
8,511,1000
9,16,1003
10,19,1004
11,214,1018
12,202,1017
13,505,1052
14,336,1046
15,581,1003
16,460,1059
17,515,1024
18,64,1023
19,463,1006
20,240,1022
21,503,1014
22,138,1048
23,371,1008
24,461,1024
25,462,1009
26,565,1004
27,594,1039
28,66,1048
29,217,1019
30,158,1040
31,580,1044
32,218,1056
33,254,1049
34,5,1058
35,26,1038
36,239,1009
37,280,1014
38,167,1053
39,146,1025
40,225,1041
41,199,1045
42,21,1024
43,15,1052
44,462,1004
45,300,1016
46,247,1035
47,573,1031
48,312,1036
49,466,1038
50,342,1022
51,256,1005
52,181,1050
53,45,1053
54,593,1038
55,251,1057
56,358,1019
57,304,1039
58,459,1003
59,455,1020
60,412,1024
61,333,1041
62,53,1054
63,431,1010
64,142,1057
65,141,1000
66,424,1056
67,14,1047
68,403,1051
69,364,1043
70,512,1007
71,388,1008
72,501,1018
73,263,1056
74,347,1044
75,75,1035
76,514,1059
77,551,1022
78,206,1023
79,339,1032
80,482,1054
81,569,1004
82,462,1034
83,572,1050
84,438,1045
85,591,1037
86,76,1025
87,396,1019
88,160,1034
89,227,1052
90,353,1039
91,496,1023
92,274,1051
93,253,1056
94,110,1059
95,126,1041
96,256,1022
97,217,1043
98,275,1049
99,586,1011
100,151,1015
101,464,1052
102,219,1021
103,178,1039
104,207,1034
105,193,1001
106,583,1006
107,403,1003
108,437,1045
109,95,1021
110,102,1022
111,155,1018
112,336,1037
113,531,1020
114,236,1005
115,392,1021
116,403,1053
117,94,1010
118,210,1059
119,546,1058
120,392,1016
121,411,1033
122,593,1054
123,212,1031
124,484,1048
125,358,1015
126,471,1053
127,590,1034
128,28,1020
129,298,1014
130,308,1038
131,336,1011
132,62,1040
133,503,1013
134,81,1047
135,246,1003
136,157,1046
137,68,1023
138,41,1052
139,482,1007
140,349,1044
141,395,1013
142,308,1010
143,44,1003
144,472,1032
145,184,1049
146,412,1022
147,140,1045
148,269,1051
149,361,1024
150,230,1053
151,542,1018
152,332,1013
153,270,1051
154,439,1041
155,422,1037
156,352,1002
157,439,1033
158,427,1028
159,333,1049
160,255,1028
161,119,1022
162,515,1006
163,131,1024
164,387,1037
165,0,1035
166,395,1006
167,77,1021
168,39,1058
169,285,1056
170,489,1032
171,395,1027
172,522,1026
173,484,1058
174,465,1023
175,524,1047
176,560,1051
177,206,1027
178,459,1018
179,297,1003
180,573,1030
181,271,1025
182,523,1006
183,576,1009
184,20,1043
185,168,1057
186,27,1018
187,312,1053
188,538,1056
189,71,1054
190,19,1027
191,493,1018
192,101,1047
193,118,1036
194,399,1048
195,151,1056
196,97,1052
197,403,1022
198,399,1050
199,434,1011
200,63,1051
201,555,1001
202,503,1020
203,476,1020
204,10,1008
205,483,1027
206,477,1025
207,569,1002
208,60,1055
209,222,1007
210,354,1051
211,592,1005
212,369,1039
213,444,1003
214,58,1021
215,160,1023
216,164,1005
217,31,1019
218,598,1001
219,148,1013
220,424,1045
221,341,1026
222,478,1026
223,67,1040
224,546,1047
225,441,1041
226,73,1042
227,414,1022
228,27,1007
229,345,1034
230,514,1044
231,54,1059
232,218,1043
233,349,1030
234,312,1006
235,587,1016
236,57,1031
237,577,1027
238,156,1033
239,576,1048
240,196,1012
241,518,1035
242,509,1059
243,555,1039
244,304,1015
245,301,1055
246,539,1019
247,591,1015
248,57,1048
249,499,1009
250,351,1013
251,509,1027
252,31,1048
253,277,1049
254,255,1021
255,173,1045
256,245,1043
257,305,1035
258,458,1026
259,124,1025
260,383,1003
261,412,1009
262,448,1006
263,513,1015
264,327,1017
265,0,1034
266,276,1008
267,92,1014
268,284,1045
269,322,1032
270,121,1008
271,273,1010
272,265,1026
273,56,1048
274,311,1000
275,485,1033
276,305,1011
277,546,1003
278,6,1058
279,420,1036
280,6,1051
281,383,1000
282,124,1022
283,570,1057
284,40,1048
285,592,1046
286,541,1001
287,69,1022
288,128,1015
289,245,1010
290,309,1007
291,180,1005
292,98,1017
293,63,1050
294,313,1054
295,569,1052
296,522,1032
297,565,1000
298,67,1047
299,237,1059
300,183,1057
301,334,1034
302,492,1034
303,111,1003
304,253,1041
305,590,1055
306,331,1014
307,218,1043
308,321,1012
309,55,1009
310,407,1031
311,338,1048
312,570,1059
313,588,1056
314,504,1014
315,397,1039
316,48,1024
317,46,1004
318,12,1018
319,308,1057
320,453,1022
321,63,1044
322,183,1049
323,230,1046
324,82,1052
325,269,1028
326,135,1022
327,261,1003
328,406,1043
329,30,1030
330,133,1033
331,448,1030
332,124,1030
333,288,1033
334,303,1032
335,272,1045
336,234,1008
337,532,1040
338,513,1019
339,536,1053
340,127,1027
341,549,1037
342,257,1035
343,83,1028
344,471,1026
345,24,1016
346,437,1021
347,79,1058
348,153,1028
349,386,1015
350,426,1014
351,308,1007
352,479,1057
353,594,1021
354,291,1055
355,35,1006
356,162,1000
357,101,1059
358,539,1004
359,549,1011
360,204,1046
361,131,1059
362,301,1013
363,386,1038
364,457,1012
365,153,1005
366,237,1010
367,554,1030
368,282,1056
369,252,1003
370,516,1031
371,193,1056
372,284,1043
373,211,1034
374,324,1056
375,245,1058
376,132,1027
377,340,1059
378,585,1019
379,358,1016
380,184,1000
381,331,1042
382,358,1049
383,43,1029
384,59,1010
385,456,1006
386,150,1028
387,61,1021
388,186,1042
389,33,1021
390,551,1012
391,288,1005
392,254,1016
393,536,1005
394,442,1036
395,17,1018
396,398,1035
397,116,1007
398,227,1001
399,294,1051
400,275,1036
401,514,1046
402,234,1041
403,522,1050
404,126,1001
405,336,1032
406,416,1004
407,220,1046
408,175,1055
409,461,1009
410,83,1010
411,495,1009
412,361,1019
413,422,1006
414,510,1001
415,577,1037
416,481,1026
417,589,1057
418,307,1018
419,83,1031
420,199,1027
421,136,1032
422,35,1015
423,90,1051
424,290,1036
425,395,1027
426,457,1024
427,204,1020
428,347,1019
429,336,1012
430,49,1051
431,290,1027
432,494,1002
433,233,1038
434,340,1055
435,360,1032
436,566,1053
437,36,1027
438,511,1048
439,514,1042
440,203,1009
441,194,1026
442,406,1037
443,483,1036
444,25,1056
445,94,1008
446,60,1011
447,474,1007
448,548,1051
449,394,1009
450,130,1031
451,59,1023
452,4,1009
453,570,1012
454,268,1029
455,581,1055
456,97,1007
457,478,1020
458,483,1053
459,226,1034
460,0,1054
461,120,1037
462,370,1045
463,304,1042
464,547,1031
465,123,1058
466,194,1036
467,277,1012
468,398,1059
469,549,1024
470,281,1007
471,347,1016
472,119,1006
473,352,1004
474,579,1029
475,558,1051
476,510,1038
477,48,1048
478,384,1015
479,487,1025
480,107,1017
481,74,1017
482,256,1058
483,8,1033
484,468,1011
485,256,1017
486,559,1014
487,464,1046
488,2,1026
489,578,1021
490,556,1053
491,599,1056
492,193,1002
493,242,1047
494,301,1031
495,348,1037
496,230,1035
497,97,1028
498,263,1022
499,415,1009
500,126,1031
501,381,1030
502,350,1058
503,123,1022
504,538,1029
505,392,1012
506,146,1025
507,591,1015
508,461,1010
509,527,1048
510,392,1048
511,19,1007
512,512,1019
513,472,1046
514,465,1012
515,314,1039
516,571,1015
517,591,1026
518,462,1049
519,170,1032
520,39,1020
521,219,1052
522,207,1045
523,290,1049
524,499,1056
525,474,1041
526,581,1014
527,356,1057
528,426,1035
529,361,1053
530,540,1011
531,413,1040
532,462,1004
533,1,1027
534,238,1033
535,134,1055
536,562,1018
537,169,1048
538,223,1023
539,565,1059
540,244,1000
541,283,1058
542,595,1028
543,50,1001
544,77,1025
545,301,1048
546,403,1010
547,316,1025
548,198,1059
549,444,1029
550,486,1026
551,423,1039
552,517,1021
553,239,1021
554,341,1029
555,199,1017
556,238,1014
557,516,1057
558,273,1012
559,527,1024
560,83,1032
561,472,1029
562,487,1053
563,155,1040
564,180,1040
565,158,1019
566,341,1049
567,3,1012
568,95,1008
569,341,1056
570,263,1033
571,133,1042
572,467,1035
573,84,1003
574,344,1040
575,519,1022
576,233,1034
577,458,1032
578,83,1036
579,416,1019
580,509,1026
581,348,1012
582,132,1022
583,450,1002
584,323,1017
585,452,1022
586,190,1007
587,299,1037
588,408,1044
589,397,1034
590,62,1012
591,385,1042
592,315,1012
593,494,1007
594,150,1052
595,119,1011
596,108,1044
597,227,1038
598,135,1041
599,368,1053
600,105,1008
601,422,1041
602,301,1030
603,359,1037
604,307,1021
605,33,1009
606,3,1021
607,271,1014
608,579,1012
609,330,1056
610,122,1019
611,67,1040
612,578,1054
613,191,1022
614,343,1023
615,579,1030
616,343,1022
617,307,1000
618,365,1016
619,353,1016
620,580,1032
621,532,1059
622,349,1056
623,577,1015
624,539,1036
625,126,1032
626,146,1045
627,198,1000
628,468,1033
629,509,1012
630,77,1043
631,222,1000
632,215,1027
633,488,1031
634,130,1043
635,418,1052
636,561,1008
637,215,1005
638,560,1030
639,483,1001
640,32,1014
641,172,1000
642,367,1046
643,533,1054
644,38,1026
645,307,1043
646,415,1030
647,51,1020
648,436,1006
649,433,1052
650,139,1029
651,162,1007
652,5,1020
653,571,1023
654,20,1007
655,208,1017
656,127,1043
657,341,1050
658,80,1010
659,118,1017
660,167,1055
661,271,1004
662,288,1012
663,219,1022
664,203,1058
665,32,1013
666,549,1036
667,370,1058
668,497,1021
669,453,1025
670,162,1026
671,182,1037
672,14,1012
673,472,1034
674,366,1035
675,376,1054
676,553,1055
677,37,1030
678,442,1055
679,492,1027
680,57,1019
681,375,1000
682,324,1010
683,594,1025
684,244,1019
685,533,1059
686,201,1027
687,408,1058
688,350,1008
689,310,1029
690,292,1041
691,550,1014
692,14,1026
693,585,1054
694,565,1029
695,504,1042
696,149,1047
697,478,1049
698,77,1005
699,376,1053
700,452,1016
701,371,1003
702,556,1038
703,548,1003
704,53,1028
705,30,1054
706,220,1050
707,148,1020
708,173,1050
709,295,1054
710,561,1006
711,153,1043
712,538,1036
713,219,1000
714,337,1006
715,312,1005
716,510,1031
717,562,1034
718,53,1011
719,74,1020
720,394,1046
721,561,1045
722,515,1015
723,34,1045
724,288,1043
725,502,1042
726,331,1018
727,494,1008
728,539,1014
729,122,1031
730,351,1034
731,119,1009
732,458,1013
733,493,1049
734,95,1008
735,118,1015
736,135,1059
737,92,1035
738,17,1059
739,35,1017
740,191,1023
741,129,1027
742,183,1002
743,103,1048
744,413,1049
745,502,1017
746,502,1049
747,231,1055
748,409,1000
749,382,1058
750,529,1011
751,545,1040
752,242,1035
753,490,1048
754,420,1011
755,304,1058
756,313,1013
757,392,1029
758,562,1023
759,362,1058
760,286,1010
761,471,1040
762,548,1025
763,241,1014
764,395,1042
765,454,1006
766,165,1014
767,553,1039
768,78,1039
769,297,1048
770,453,1045
771,317,1006
772,223,1039
773,242,1028
774,502,1039
775,538,1019
776,283,1039
777,44,1008
778,145,1046
779,51,1029
780,212,1032
781,390,1015
782,467,1043
783,24,1021
784,378,1001
785,35,1030
786,53,1005
787,517,1011
788,537,1023
789,515,1022
790,551,1044
791,61,1018
792,320,1009
793,354,1036
794,26,1044
795,495,1037
796,79,1018
797,525,1021
798,125,1020
799,522,1057
800,348,1041
801,466,1013
802,102,1035
803,592,1023
804,501,1043
805,388,1035
806,70,1039
807,599,1035
808,301,1046
809,514,1048
810,540,1042
811,553,1026
812,409,1022
813,499,1035
814,140,1046
815,542,1007
816,121,1021
817,354,1055
818,237,1006
819,39,1040
820,528,1058
821,151,1004
822,171,1052
823,190,1008
824,486,1042
825,553,1022
826,9,1019
827,301,1023
828,328,1032
829,496,1054
830,352,1027
831,91,1000
832,79,1028
833,171,1044
834,500,1050
835,148,1007
836,168,1053
837,345,1044
838,476,1026
839,97,1015
840,545,1004
841,358,1004
842,109,1022
843,135,1050
844,572,1011
845,502,1057
846,7,1006
847,506,1009
848,479,1048
849,452,1014
850,539,1033
851,334,1035
852,269,1035
853,63,1006
854,71,1042
855,373,1033
856,511,1006
857,362,1010
858,297,1053
859,534,1039
860,284,1045
861,570,1047
862,565,1024
863,6,1048
864,247,1008
865,556,1016
866,136,1041
867,583,1032
868,152,1000
869,258,1013
870,130,1038
871,409,1044
872,115,1007
873,34,1043
874,468,1038
875,574,1006
876,154,1013
877,29,1049
878,181,1022
879,568,1024
880,509,1037
881,531,1049
882,7,1015
883,385,1059
884,213,1022
885,3,1045
886,70,1003
887,568,1023
888,551,1056
889,108,1020
890,369,1044
891,266,1028
892,589,1036
893,411,1056
894,86,1025
895,233,1033
896,227,1051
897,436,1015
898,554,1041
899,236,1005
900,209,1019
901,242,1029
902,525,1048
903,7,1053
904,90,1018
905,26,1031
906,114,1053
907,439,1036
908,471,1021
909,235,1009
910,522,1030
911,321,1036
912,503,1050
913,275,1056
914,246,1051
915,447,1046
916,437,1051
917,499,1024
918,507,1059
919,548,1008
920,492,1035
921,575,1051
922,57,1053
923,143,1050
924,505,1023
925,596,1046
926,405,1032
927,346,1009
928,174,1055
929,382,1043
930,587,1020
931,496,1039
932,323,1026
933,321,1000
934,53,1011
935,386,1045
936,444,1040
937,38,1038
938,406,1035
939,527,1059
940,333,1057
941,10,1053
942,22,1059
943,481,1028
944,280,1004
945,537,1008
946,318,1002
947,43,1007
948,452,1001
949,24,1035
950,67,1029
951,298,1030
952,184,1013
953,449,1050
954,41,1002
955,474,1041
956,139,1004
957,204,1030
958,6,1049
959,344,1000
960,43,1045
961,524,1014
962,249,1041
963,420,1008
964,145,1033
965,458,1056
966,529,1058
967,11,1027
968,279,1029
969,544,1043
970,359,1041
971,150,1025
972,318,1030
973,58,1031
974,89,1010
975,525,1004
976,292,1002
977,110,1008
978,514,1025
979,401,1043
980,354,1043
981,510,1030
982,502,1055
983,97,1023
984,262,1046
985,527,1029
986,519,1041
987,498,1039
988,329,1017
989,411,1042
990,478,1048
991,376,1010
992,460,1013
993,382,1050
994,4,1039
995,37,1057
996,242,1035
997,546,1013
998,480,1032
999,41,1018
1000,257,1005
1001,213,1007
1002,183,1035
1003,352,1029
1004,481,1012
1005,10,1054
1006,133,1053
1007,595,1016
1008,489,1046
1009,139,1023
1010,152,1029
1011,23,1059
1012,6,1054
1013,135,1026
1014,64,1047
1015,582,1051
1016,457,1017
1017,415,1018
1018,99,1021
1019,387,1043
1020,142,1027
1021,463,1052
1022,363,1037
1023,40,1012
1024,198,1006
1025,86,1009
1026,5,1057
1027,346,1027
1028,457,1051
1029,105,1012
1030,43,1022
1031,510,1014
1032,252,1005
1033,584,1005
1034,449,1034
1035,485,1044
1036,197,1037
1037,231,1048
1038,421,1003
1039,431,1033
1040,513,1039
1041,15,1021
1042,25,1000
1043,336,1018
1044,270,1022
1045,145,1046
1046,368,1025
1047,432,1048
1048,568,1005
1049,136,1011
1050,567,1014
1051,321,1032
1052,78,1029
1053,406,1035
1054,233,1036
1055,520,1035
1056,129,1017
1057,448,1032
1058,280,1052
1059,429,1044
1060,402,1046
1061,113,1014
1062,547,1041
1063,454,1048
1064,348,1012
1065,570,1016
1066,523,1020
1067,553,1042
1068,453,1054
1069,554,1012
1070,566,1043
1071,121,1058
1072,66,1030
1073,388,1020
1074,42,1000
1075,265,1059
1076,396,1008
1077,234,1007
1078,284,1018
1079,319,1006
1080,408,1050
1081,574,1017
1082,288,1037
1083,543,1011
1084,454,1013
1085,141,1002
1086,4,1010
1087,314,1051
1088,93,1004
1089,101,1047
1090,401,1039
1091,100,1024
1092,461,1020
1093,254,1013
1094,126,1012
1095,414,1050
1096,184,1042
1097,259,1017
1098,455,1048
1099,372,1057
1100,278,1012
1101,198,1018
1102,535,1018
1103,191,1038
1104,388,1020
1105,503,1008
1106,487,1038
1107,439,1026
1108,582,1000
1109,410,1043
1110,104,1006
1111,347,1004
1112,386,1014
1113,493,1039
1114,474,1054
1115,478,1025
1116,182,1003
1117,592,1055
1118,211,1059
1119,221,1055
1120,7,1029
1121,66,1042
1122,95,1039
1123,33,1040
1124,490,1050
1125,115,1043
1126,81,1000
1127,32,1004
1128,561,1032
1129,495,1031
1130,189,1014
1131,181,1037
1132,185,1023
1133,269,1015
1134,482,1006
1135,190,1038
1136,241,1048
1137,124,1049
1138,538,1032
1139,7,1033
1140,597,1051
1141,350,1008
1142,423,1021
1143,233,1049
1144,565,1035
1145,546,1036
1146,598,1056
1147,124,1011
1148,93,1008
1149,573,1021
1150,378,1035
1151,296,1056
1152,348,1009
1153,50,1029
1154,254,1012
1155,323,1002
1156,538,1046
1157,407,1025
1158,467,1042
1159,114,1004
1160,532,1057
1161,504,1039
1162,91,1009
1163,238,1050
1164,112,1036
1165,243,1003
1166,454,1030
1167,500,1038
1168,112,1004
1169,238,1007
1170,379,1048
1171,218,1001
1172,275,1017
1173,216,1006
1174,328,1014
1175,317,1049
1176,438,1025
1177,344,1025
1178,273,1029
1179,483,1014
1180,80,1043
1181,473,1053
1182,346,1056
1183,459,1053
1184,499,1026
1185,226,1011
1186,405,1022
1187,465,1021
1188,582,1054
1189,228,1026
1190,544,1006
1191,379,1057
1192,555,1055
1193,475,1010
1194,448,1022
1195,125,1012
1196,478,1009
1197,441,1010
1198,146,1033
1199,166,1055
1200,425,1041
1201,193,1055
1202,306,1042
1203,413,1053
1204,68,1002
1205,32,1006
1206,304,1006
1207,347,1023
1208,183,1010
1209,10,1035
1210,430,1015
1211,95,1009
1212,430,1029
1213,180,1003
1214,186,1021
1215,537,1029
1216,388,1027
1217,441,1034
1218,456,1019
1219,227,1007
1220,140,1037
1221,489,1030
1222,389,1052
1223,374,1055
1224,467,1028
1225,266,1041
1226,182,1014
1227,194,1056
1228,340,1024
1229,352,1039
1230,554,1048
1231,523,1050
1232,311,1016
1233,190,1000
1234,78,1017
1235,268,1006
1236,540,1006
1237,520,1033
1238,447,1027
1239,580,1007
1240,239,1052
1241,459,1051
1242,192,1033
1243,333,1026
1244,313,1007
1245,328,1026
1246,354,1046
1247,417,1039
1248,10,1002
1249,155,1021
1250,572,1004
1251,121,1005
1252,584,1051
1253,226,1054
1254,91,1055
1255,468,1049
1256,575,1005
1257,391,1016
1258,493,1035
1259,591,1051
1260,249,1036
1261,136,1029
1262,374,1033
1263,84,1013
1264,531,1011
1265,2,1020
1266,255,1017
1267,466,1000
1268,255,1029
1269,39,1013
1270,461,1049
1271,400,1047
1272,371,1021
1273,143,1015
1274,533,1038
1275,123,1017
1276,263,1041
1277,551,1041
1278,533,1035
1279,165,1035
1280,191,1048
1281,476,1024
1282,33,1022
1283,55,1028
1284,285,1050
1285,448,1043
1286,329,1047
1287,289,1056
1288,200,1029
1289,0,1045
1290,507,1043
1291,35,1019
1292,487,1030
1293,339,1021
1294,116,1047
1295,282,1044
1296,12,1054
1297,527,1047
1298,59,1038
1299,196,1039
1300,228,1027
1301,104,1020
