#3
S
#3
sid,name,age
564,38,1009
565,166,1033
566,259,1006
567,94,1033
568,337,1031
569,204,1039
570,211,1035
571,385,1008
572,252,1019
573,356,1020
574,217,1034
575,125,1022
576,96,1037
577,74,1035
578,255,1039
579,176,1032
580,24,1015
581,332,1016
582,142,1026
583,88,1007
584,190,1032
585,294,1018
586,341,1016
587,159,1035
588,349,1036
589,282,1001
590,345,1011
591,281,1003
592,10,1008
593,1,1038
594,320,1016
595,85,1032
596,277,1037
597,45,1010
598,345,1009
599,68,1029
600,18,1019
601,162,1035
602,155,1035
603,314,1025
604,192,1001
605,338,1023
606,115,1004
607,199,1033
608,375,1021
609,127,1027
610,367,1031
611,166,1032
612,9,1022
613,190,1031
614,273,1005
615,25,1016
616,342,1003
617,67,1001
618,289,1000
619,14,1031
620,191,1035
621,11,1039
622,13,1007
623,203,1003
624,39,1021
625,365,1000
626,313,1033
627,245,1019
628,130,1030
629,247,1024
630,281,1032
631,265,1015
632,225,1001
633,98,1016
634,146,1001
635,248,1005
636,169,1022
637,26,1019
638,333,1023
639,242,1019
640,257,1006
641,361,1028
642,280,1026
643,257,1021
644,120,1014
645,108,1024
646,319,1002
647,365,1015
648,382,1022
649,264,1015
650,76,1020
651,345,1013
652,54,1027
653,272,1018
654,116,1009
655,72,1009
656,174,1022
657,149,1037
658,235,1033
659,99,1009
660,223,1025
661,328,1036
662,294,1034
663,352,1031
664,330,1004
665,13,1000
666,125,1007
667,2,1027
668,250,1015
669,197,1027
670,35,1033
671,80,1018
672,275,1014
673,266,1034
674,173,1029
675,381,1038
676,50,1023
677,132,1018
678,121,1026
679,329,1027
680,346,1007
681,264,1026
682,39,1017
683,41,1025
684,392,1000
685,213,1036
686,140,1027
687,301,1016
688,278,1026
689,382,1008
690,216,1031
691,45,1028
692,148,1009
693,244,1015
694,307,1019
695,399,1017
696,225,1036
697,282,1005
698,386,1015
699,184,1007
700,175,1024
701,209,1007
702,137,1017
703,81,1036
704,338,1024
705,366,1039
706,22,1019
707,121,1034
708,335,1008
709,185,1023
710,317,1005
711,6,1034
712,28,1006
713,84,1002
714,139,1033
715,220,1031
716,59,1002
717,243,1006
718,121,1002
719,46,1025
720,94,1000
721,12,1001
722,201,1025
723,200,1030
724,43,1030
725,126,1018
726,366,1034
727,35,1001
728,118,1014
729,118,1039
730,310,1036
731,63,1020
732,338,1024
733,207,1029
734,182,1027
735,84,1036
736,260,1028
737,89,1012
738,150,1006
739,261,1025
740,96,1032
741,84,1016
742,289,1027
743,272,1025
744,369,1030
745,69,1010
746,373,1005
747,61,1025
748,0,1023
749,317,1033
750,52,1030
751,45,1018
752,384,1016
753,27,1003
754,333,1037
755,171,1005
756,133,1036
757,376,1001
758,213,1011
759,269,1003
760,322,1027
761,31,1010
762,35,1014
763,89,1010
764,191,1037
765,21,1025
766,23,1011
767,240,1035
768,391,1037
769,174,1005
770,43,1004
771,85,1005
772,244,1021
773,193,1026
774,384,1007
775,133,1038
776,339,1037
777,275,1030
778,212,1032
779,205,1016
780,75,1009
781,155,1027
782,384,1003
783,91,1023
784,124,1014
785,138,1013
786,318,1023
787,256,1011
788,292,1033
789,289,1003
790,355,1002
791,255,1020
792,314,1022
793,350,1038
794,346,1027
795,255,1003
796,41,1005
797,248,1008
798,174,1001
799,348,1007
800,396,1036
801,130,1009
802,210,1020
803,267,1038
804,218,1005
805,257,1023
806,32,1014
807,98,1003
808,370,1037
809,5,1018
810,59,1018
811,214,1008
812,24,1024
813,333,1028
814,95,1035
815,280,1038
816,8,1006
817,142,1017
818,259,1034
819,215,1028
820,12,1016
821,99,1019
822,319,1012
823,2,1027
824,81,1000
825,325,1016
826,251,1026
827,28,1011
828,293,1024
829,252,1028
830,369,1035
831,125,1000
832,224,1017
833,63,1027
834,111,1016
835,131,1003
836,152,1004
837,246,1021
838,113,1007
839,159,1036
840,390,1002
841,152,1016
842,290,1039
843,53,1030
844,129,1037
845,89,1017
846,47,1000
847,395,1017
848,380,1021
849,393,1010
850,36,1003
851,18,1023
852,241,1036
853,200,1033
854,321,1015
855,65,1012
856,298,1006
857,386,1033
858,11,1018
859,123,1019
860,241,1001
861,389,1021
862,148,1013
863,310,1018
864,344,1001
865,382,1003
866,0,1037
867,190,1013
868,386,1025
869,94,1029
870,169,1028
871,221,1034
872,248,1039
873,394,1015
874,42,1012
875,328,1027
876,305,1036
877,317,1037
878,350,1003
879,213,1036
880,202,1010
881,7,1015
882,91,1000
883,31,1015
884,346,1012
885,161,1010
886,217,1024
887,250,1028
888,259,1010
889,260,1007
890,39,1004
891,49,1027
892,224,1037
893,210,1038
894,240,1026
895,303,1020
896,143,1022
897,297,1019
898,124,1027
899,205,1028
900,190,1006
901,373,1006
902,6,1034
903,391,1008
904,349,1018
905,135,1008
906,84,1007
907,148,1021
908,306,1023
909,248,1024
910,16,1001
911,242,1014
912,19,1034
913,177,1022
914,292,1013
915,12,1008
916,281,1029
917,311,1002
918,327,1016
919,94,1024
920,66,1003
921,69,1032
922,33,1006
923,136,1014
924,68,1018
925,160,1029
926,226,1001
927,5,1009
928,150,1039
929,34,1012
930,366,1032
931,154,1023
932,8,1025
933,42,1016
934,361,1035
935,22,1038
936,125,1006
937,306,1025
938,61,1039
939,54,1009
940,308,1020
941,218,1036
942,77,1018
943,387,1017
944,153,1013
945,188,1029
946,274,1014
947,112,1000
948,21,1008
949,88,1035
950,213,1036
951,220,1035
952,199,1035
953,219,1013
954,346,1036
955,361,1009
956,252,1032
957,118,1014
958,69,1026
959,241,1035
960,338,1016
961,370,1035
962,373,1031
963,346,1007
964,208,1009
965,381,1016
966,392,1036
967,283,1026
968,306,1034
969,4,1030
970,338,1005
971,26,1019
972,280,1009
973,330,1022
974,91,1005
975,249,1008
976,310,1029
977,310,1028
978,232,1020
979,382,1001
980,340,1007
981,28,1035
982,133,1003
983,368,1034
984,221,1039
985,115,1038
986,248,1022
987,362,1006
988,212,1003
989,75,1039
990,67,1015
991,349,1003
992,209,1026
993,88,1001
994,313,1030
995,275,1037
996,320,1026
997,14,1036
998,41,1013
999,188,1025
1000,243,1025
1001,236,1004
1002,325,1026
1003,184,1002
1004,327,1036
1005,44,1015
1006,208,1031
1007,144,1013
1008,17,1012
1009,11,1004
1010,62,1011
1011,4,1028
1012,61,1030
1013,395,1015
1014,38,1021
1015,344,1037
1016,118,1000
1017,272,1033
1018,212,1022
1019,203,1002
1020,142,1034
1021,254,1010
1022,99,1001
1023,223,1029
1024,33,1026
1025,105,1033
1026,384,1027
1027,54,1030
1028,323,1034
1029,207,1028
1030,332,1008
1031,159,1032
1032,146,1032
1033,395,1004
1034,299,1008
1035,44,1026
1036,193,1024
1037,2,1002
1038,241,1030
1039,48,1034
1040,226,1010
1041,366,1010
1042,311,1012
1043,19,1019
1044,320,1013
1045,358,1029
1046,123,1004
1047,177,1005
1048,23,1032
1049,63,1000
1050,48,1005
1051,117,1020
1052,132,1032
1053,368,1039
1054,72,1017
1055,265,1026
1056,78,1017
1057,287,1027
1058,334,1018
1059,294,1006
1060,377,1016
1061,357,1025
1062,327,1002
1063,51,1012
1064,353,1034
1065,123,1025
1066,126,1008
1067,216,1033
1068,261,1005
1069,263,1026
1070,108,1027
1071,176,1028
1072,227,1018
1073,342,1005
1074,371,1017
1075,321,1034
1076,225,1026
1077,299,1024
1078,141,1008
1079,101,1030
1080,133,1006
1081,6,1014
1082,151,1039
1083,87,1009
1084,96,1023
1085,331,1024
1086,122,1036
1087,145,1015
1088,286,1027
1089,201,1001
1090,397,1033
1091,8,1017
1092,393,1018
1093,338,1017
1094,345,1011
1095,219,1010
1096,280,1021
1097,165,1024
1098,260,1029
1099,133,1015
1100,182,1018
1101,316,1019
1102,376,1022
1103,137,1017
1104,332,1026
1105,164,1020
1106,30,1021
1107,199,1027
1108,290,1012
1109,225,1036
1110,65,1031
1111,72,1011
1112,159,1028
1113,303,1012
1114,197,1007
1115,98,1037
1116,188,1008
1117,55,1006
1118,87,1039
1119,239,1032
1120,184,1026
1121,255,1017
1122,292,1013
1123,300,1021
1124,161,1024
1125,294,1016
1126,125,1030
1127,267,1003
1128,162,1039
1129,339,1017
1130,351,1029
1131,169,1013
1132,287,1008
1133,252,1031
1134,277,1008
1135,396,1032
1136,304,1033
1137,387,1031
1138,301,1015
1139,294,1002
1140,369,1001
1141,123,1013
1142,280,1038
1143,388,1028
1144,46,1035
1145,124,1029
1146,74,1006
1147,111,1026
1148,266,1016
1149,359,1000
1150,88,1030
1151,104,1012
1152,214,1032
1153,263,1022
1154,33,1030
1155,186,1000
1156,321,1026
1157,396,1021
1158,64,1026
1159,320,1007
1160,312,1024
1161,195,1023
1162,75,1030
1163,371,1028
1164,320,1033
1165,189,1034
1166,115,1014
1167,77,1022
1168,75,1009
1169,74,1031
1170,83,1011
1171,107,1006
1172,320,1030
1173,85,1030
1174,231,1038
1175,247,1026
1176,26,1035
1177,103,1038
1178,88,1027
1179,27,1039
1180,112,1023
1181,15,1036
1182,246,1009
1183,165,1002
1184,162,1008
1185,73,1018
1186,358,1014
1187,247,1019
1188,309,1007
1189,231,1020
1190,376,1017
1191,264,1032
1192,44,1037
1193,95,1019
1194,230,1013
1195,21,1004
1196,288,1004
1197,204,1023
1198,53,1030
1199,373,1029
1200,266,1026
1201,355,1001
1202,366,1010
1203,322,1025
1204,381,1036
1205,14,1006
1206,162,1038
1207,297,1003
1208,260,1017
1209,325,1010
1210,241,1038
1211,133,1006
1212,251,1029
1213,82,1024
1214,287,1003
1215,265,1031
1216,3,1006
1217,118,1022
1218,355,1014
1219,175,1011
1220,293,1024
1221,226,1018
1222,121,1028
1223,123,1029
1224,301,1018
1225,263,1003
1226,347,1013
1227,169,1029
1228,207,1030
1229,37,1024
1230,155,1015
1231,178,1012
1232,315,1012
1233,262,1008
1234,310,1030
1235,281,1026
1236,159,1025
1237,165,1033
1238,91,1027
1239,359,1008
1240,129,1023
1241,106,1005
1242,165,1015
1243,245,1014
1244,200,1000
1245,346,1000
1246,383,1010
1247,303,1014
1248,279,1013
1249,106,1022
1250,340,1038
1251,14,1014
1252,357,1022
1253,343,1003
1254,294,1033
1255,326,1014
1256,253,1021
1257,11,1023
1258,163,1011
1259,389,1012
1260,38,1007
1261,359,1028
1262,125,1028
1263,182,1028
1264,144,1037
1265,374,1035
1266,105,1001
1267,107,1023
1268,32,1008
1269,303,1037
1270,211,1019
1271,24,1022
1272,16,1038
1273,138,1027
1274,364,1001
1275,74,1025
1276,22,1005
1277,112,1020
1278,100,1020
1279,163,1038
1280,243,1028
1281,241,1039
1282,305,1034
1283,117,1037
1284,283,1006
1285,384,1001
1286,386,1036
1287,352,1032
1288,128,1002
1289,274,1025
1290,258,1020
1291,199,1027
1292,56,1036
1293,318,1018
1294,15,1011
1295,350,1029
1296,185,1013
1297,230,1028
1298,280,1014
1299,138,1020
1300,131,1004
1301,74,1023
1302,10,1019
1303,167,1024
1304,204,1025
1305,85,1031
1306,33,1011
1307,82,1023
1308,172,1022
1309,48,1019
1310,87,1025
1311,76,1003
1312,29,1022
1313,105,1032
1314,320,1019
1315,274,1007
1316,377,1017
1317,5,1003
1318,266,1035
1319,138,1022
1320,1,1007
1321,181,1004
1322,102,1004
1323,142,1029
1324,175,1014
1325,108,1012
1326,225,1037
1327,38,1034
1328,346,1039
1329,265,1001
1330,200,1016
1331,84,1009
1332,262,1014
1333,159,1007
1334,339,1017
1335,223,1006
1336,177,1013
1337,145,1032
1338,205,1029
1339,162,1035
1340,322,1028
1341,231,1006
1342,214,1015
1343,91,1037
1344,184,1028
1345,88,1019
1346,332,1014
1347,370,1028
1348,143,1002
1349,112,1027
1350,308,1018
1351,241,1012
1352,228,1016
1353,179,1015
1354,17,1015
1355,135,1010
1356,143,1030
1357,331,1015
1358,118,1034
1359,380,1031
1360,287,1011
1361,254,1008
1362,395,1036
1363,47,1024
1364,58,1000
1365,344,1018
1366,345,1012
1367,206,1002
1368,113,1024
1369,385,1039
1370,389,1011
1371,250,1028
1372,200,1018
1373,77,1035
1374,399,1018
1375,190,1018
1376,201,1020
1377,202,1007
1378,328,1013
1379,232,1026
1380,73,1007
1381,115,1019
1382,347,1023
1383,42,1034
1384,227,1022
1385,322,1034
1386,153,1023
1387,89,1021
1388,250,1027
1389,267,1008
1390,391,1003
1391,185,1009
1392,52,1037
1393,24,1010
1394,162,1022
1395,110,1011
1396,131,1032
1397,354,1033
1398,358,1028
1399,318,1027
1400,15,1012
1401,78,1036
1402,77,1037
1403,89,1026
1404,287,1001
1405,330,1007
1406,159,1011
1407,93,1011
1408,326,1010
1409,187,1038
1410,109,1022
1411,28,1030
1412,356,1000
1413,307,1024
1414,295,1032
1415,78,1003
1416,54,1009
1417,247,1038
1418,112,1016
1419,209,1022
1420,169,1017
1421,237,1033
1422,278,1021
1423,25,1027
1424,259,1011
1425,113,1020
1426,101,1031
1427,130,1034
1428,259,1022
1429,211,1031
1430,320,1026
1431,162,1032
1432,314,1014
1433,235,1024
1434,161,1038
1435,31,1031
1436,15,1016
1437,26,1020
1438,240,1017
1439,339,1032
1440,63,1021
1441,263,1021
1442,306,1008
1443,128,1005
1444,54,1037
1445,369,1000
1446,55,1025
1447,168,1012
1448,110,1030
1449,262,1008
1450,277,1007
1451,304,1014
1452,390,1002
1453,90,1030
1454,250,1027
1455,119,1032
1456,190,1018
1457,171,1012
1458,292,1004
1459,298,1001
1460,395,1021
1461,163,1005
1462,248,1007
1463,380,1028
1464,110,1031
1465,157,1002
1466,188,1008
1467,57,1007
1468,37,1006
1469,230,1020
1470,163,1000
1471,68,1022
1472,235,1001
1473,388,1032
1474,79,1037
1475,367,1019
1476,2,1037
1477,182,1033
1478,315,1024
1479,258,1022
1480,155,1024
1481,297,1019
1482,327,1009
1483,223,1037
1484,55,1000
1485,158,1020
1486,48,1002
1487,380,1010
1488,395,1016
1489,361,1031
